gateid,treatment,date_random_assignment,site,w1_completed,w2_completed,w3_completed,age,gender,race_white_hispanic,race_white_not_hispanic,race_black_hispanic,race_black_not_hispanic,race_american_indian_alaskan,race_hawaiian_pacific_islander,race_asian,race_other,language,grade,household_size,has_children_in_hh,number_of_children_in_hh,marital_status,household_income,born_us,citizen,disability,ever_self_employed,years_self_employed,cb_industry,cb_start_mth,cb_start_year,cb_end_mth,cb_end_year,self_employed_at_application,weeks_self_employed,cb_weekly_hours_worked,cb_was_financial_success,cb_maximum_employees,relatives_friends_ever_se,worked_for_relatives_friends_se,working_in_wage_and_salary_job,now_self_employed,now_looking_for_work,now_in_school_or_training,now_caring_for_family_member,now_retired,now_doing_other,now_disabled,ever_worked,month_last_job_ended,year_last_job_ended,reason_last_job_ended,hourly_pay_rate,hours_worked_per_week,weeks_worked_someone_else,managerial_experience,years_managerial_experience,now_tanf,now_ssi,now_ssdi,now_ga,now_food_stamps,now_social_security,now_health,now_veteran,now_other,currently_receiving_ui_benefits,weeks_received_ui_benefits,family_support,sa_enjoys_working_independently,sa_always_finishes_projects,sa_works_long_hours,sa_has_innovative_ideas,sa_often_takes_initiative,sa_finds_a_way,sa_is_risk_averse,sa_handles_challenges,sa_communicates_well,sa_takes_advice,sa_good_motivator,sa_has_clear_goals,sa_often_misses_deadlines,sa_is_organized,sa_is_indecisive,sa_works_well_under_pressure,sa_has_sense_of_humor,sa_will_not_risk_savings,sa_will_lower_standard_of_living,sa_gets_sick_often,sa_finds_many_solutions,is_responsible_for_child_care,has_child_care_plans,has_car,has_telephone,has_computer,has_bank_account,has_credit_history,has_credit_history_problem,has_salaried_family_support,amount_salaried_family_support,has_health_insurance,health_insurance_source,is_operating_business,months_in_business,ever_operated_similar_business,builds_on_work_skills,builds_on_hobby_skills,is_home_based_business,has_location_in_mind,has_formal_business_plan,why_to_obtain_more_income,why_to_be_own_boss,why_to_pursue_interests,why_to_use_specific_talent,why_for_schedule_flexibility,why_to_work_at_home,why_to_realize_dream,why_to_avoid_unemployment,why_other,why_to_help_others,why_to_create_jobs,why_to_save_for_retirement,why_because_of_disability,why_for_fun_or_job_satisfaction,why_for_personal_fulfillment,why_for_security,why_to_meet_market_needs
ME1402,0,2004-01-06,5,1,1,1,62,1,0,1,0,0,0,0,0,0,1,12,2,0,-1,1,5,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,1,16.38,45,34,1,38,0,0,0,0,0,0,0,0,0,1,17,1,1,1,1,1,1,1,4,1,1,1,1,1,5,1,5,1,1,3,2,5,1,0,0,1,1,1,1,1,0,1,320,1,2,0,-1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
ME1403,0,2004-01-06,5,1,1,1,54,1,0,1,0,0,0,0,0,0,1,16,2,0,-1,5,2,1,1,0,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,1,1,0,1,1,0,0,0,0,0,1,4,2003,3,11,40,16,1,10,0,0,0,0,0,0,0,0,0,1,30,1,1,2,1,1,2,2,4,2,4,3,2,2,4,3,4,2,2,4,2,5,2,0,1,1,1,1,1,1,1,0,-1,0,-1,0,-1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
ME1404,0,2004-01-06,5,1,1,1,66,1,0,0,0,1,0,0,0,0,1,14,1,0,-1,3,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.86,5,28,0,-1,0,0,0,0,1,1,0,0,1,0,-4,1,1,1,1,2,1,2,2,1,2,1,2,2,5,1,4,1,1,5,2,5,2,0,0,1,1,0,1,1,0,1,75,1,3,0,-1,0,1,0,1,-1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
ME1405,0,2004-01-06,5,1,1,1,35,0,0,1,0,0,0,0,0,0,1,18,1,0,-1,5,5,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.85,50,52,1,10,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,2,2,1,2,1,1,2,2,2,5,2,5,1,1,1,1,4,1,0,0,1,1,1,1,1,0,0,-1,1,1,1,2,1,1,1,1,-1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ME1436,0,2004-01-07,5,1,1,1,32,1,0,1,0,0,0,0,0,0,1,10,6,0,-1,5,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,0,1,4,2003,1,11.5,40,18,0,-1,0,0,0,0,0,0,0,0,0,1,34,1,1,1,1,1,1,1,2,2,1,1,1,1,5,2,4,1,1,5,1,5,1,0,0,1,1,1,0,1,0,0,-1,0,-1,0,-1,0,1,1,1,-1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
ME1437,0,2004-01-07,5,1,1,0,55,0,0,1,0,0,0,0,0,0,1,12,2,0,-1,1,5,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,0,0,0,0,0,1,12,2003,4,13.27,40,52,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,5,1,5,1,1,5,1,4,1,0,-4,1,1,1,1,1,1,1,520,1,2,0,-1,0,1,0,1,-1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ME1438,1,2004-01-07,5,1,1,1,32,0,0,1,0,0,0,0,0,0,1,18,2,0,-1,1,5,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,8,2003,4,14.52,40,24,0,-1,0,0,0,0,0,0,0,0,0,1,19,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,5,1,1,2,3,3,1,0,0,1,1,1,1,1,0,1,400,1,2,0,-1,0,1,1,1,-1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0
ME1456,1,2004-01-09,5,1,1,1,38,0,0,1,0,0,0,0,0,0,1,14,6,1,4,1,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,0,1,0,0,0,1,3,2003,1,10.2,40,35,0,-1,0,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,3,1,1,1,2,3,4,3,3,2,1,3,1,5,2,1,1,1,1,1,1,1,1,1,480,1,3,0,-1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
ME1457,0,2004-01-09,5,1,1,1,62,1,0,1,0,0,0,0,0,0,1,18,1,0,-1,3,5,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,10,2003,4,16.83,40,44,1,20,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,1,1,1,4,1,1,2,2,2,2,1,3,1,1,3,1,5,2,0,0,1,1,1,1,1,0,0,-1,1,5,0,-1,0,1,1,1,-1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
ME1464,0,2004-01-14,5,1,1,0,63,1,0,1,0,0,0,0,0,1,1,16,3,1,1,1,3,1,1,0,1,8,81,11,1996,12,1999,0,0,60,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,20,34,1,1,0,0,0,0,0,1,0,0,0,0,18,1,1,1,1,1,1,1,4,1,1,1,1,1,5,1,5,1,1,5,1,5,1,0,0,1,1,1,1,1,1,0,-1,0,-1,0,-1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ME1465,1,2004-01-14,5,1,0,0,59,1,0,1,0,0,0,0,0,0,1,13,1,0,-1,1,2,1,1,-4,1,4,31,5,2002,9,2002,0,0,-4,0,2,0,-1,0,0,1,0,0,0,0,0,1,12,2003,4,8,35,40,0,-1,0,0,0,0,0,0,1,0,0,0,-4,3,2,2,1,2,3,2,3,2,1,3,2,2,4,3,4,2,2,4,4,4,1,0,0,0,0,0,1,1,1,0,-1,1,3,0,-1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ME1490,0,2004-01-14,5,1,1,1,47,1,0,1,0,0,0,0,0,0,1,14,3,1,1,1,7,1,1,0,1,9,11,6,1979,5,1988,0,0,60,0,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.31,60,-4,1,8,0,0,0,0,0,0,0,0,0,-4,-4,1,1,1,1,3,1,2,2,1,1,2,3,3,5,2,2,1,1,5,1,5,2,0,0,1,1,1,1,1,0,1,700,1,2,0,-1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
ME1493,1,2004-01-19,5,1,1,1,41,1,0,1,0,0,0,0,0,0,1,13,2,0,-1,1,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,0,0,0,0,1,12,2001,2,6.25,40,15,1,4,0,0,0,0,0,0,0,1,0,0,28,2,2,2,2,3,3,2,2,2,3,2,3,3,5,2,3,3,2,2,2,5,2,0,1,1,1,1,1,1,1,1,400,1,3,0,-1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
ME1494,0,2004-01-19,5,1,1,1,53,1,0,1,0,0,0,0,0,0,1,12,1,0,-1,3,2,1,1,0,1,2,23,7,1986,8,1988,0,0,50,1,2,0,-1,0,0,1,1,0,0,0,0,1,12,2002,1,20.73,40,-4,1,12,0,0,0,0,0,0,0,0,0,1,52,1,1,1,1,1,1,2,1,1,1,1,1,1,5,2,3,1,1,3,1,5,1,0,0,1,1,1,1,1,0,0,-1,1,3,0,-1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
ME1495,1,2004-01-19,5,0,0,0,58,1,0,1,0,0,0,0,0,0,1,12,1,0,-1,1,3,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,1,0,0,0,0,1,12,2002,2,18.57,40,-4,0,-1,0,0,0,0,0,0,0,0,1,1,52,1,1,1,1,1,1,1,2,1,1,2,1,1,5,1,5,1,1,5,1,5,1,0,0,1,1,1,1,1,0,0,-1,0,-1,0,-1,0,1,1,1,-1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
ME1514,0,2004-01-23,5,0,0,0,43,1,0,1,0,0,0,0,0,0,3,12,4,1,1,1,7,0,-4,-4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,70,-4,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,-4,1,1,1,1,1,1,1,1,3,1,3,1,1,3,1,3,1,0,-4,1,1,1,1,1,0,1,1200,1,2,0,-1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
ME1515,0,2004-01-23,5,0,0,0,51,1,0,1,0,0,0,0,0,0,1,17,4,1,2,1,4,0,0,0,1,4,54,9,1991,8,1995,0,3,20,0,0,1,1,0,1,1,0,0,0,0,0,1,6,2003,1,6.5,10,10,1,15,0,0,0,0,0,0,0,0,0,1,24,1,1,1,1,1,1,1,5,1,1,1,1,1,5,2,5,1,1,5,1,5,1,1,1,1,1,1,1,1,0,1,400,0,-1,1,2,0,1,1,1,-1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
ME1516,1,2004-01-23,5,1,1,1,49,1,0,1,0,0,0,0,0,0,1,14,1,0,-1,3,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,0,1,6,2000,9,18,84,-4,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,2,1,1,3,1,5,3,4,3,3,1,5,3,2,2,1,5,3,5,2,0,-4,1,1,0,1,1,0,1,400,0,-1,0,-1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
ME1517,1,2004-01-23,5,1,0,0,43,1,0,1,0,0,0,0,0,0,1,13,4,1,2,1,5,1,1,0,1,1.5,72,9,1990,2,1992,0,0,40,1,10,1,0,0,1,0,0,0,0,0,0,1,8,2003,2,6.84,54,30,1,13,0,0,0,0,0,0,0,0,0,1,14,1,1,1,1,1,1,1,2,1,3,1,3,1,5,1,4,3,1,5,1,5,1,0,0,1,1,1,1,1,1,1,350,1,2,0,-1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
ME1518,1,2004-01-23,5,1,1,1,31,0,0,1,0,0,0,0,0,0,1,16,2,0,-1,5,5,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,40,52,1,1,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,2,1,1,2,4,1,1,1,1,2,5,1,4,2,1,5,1,4,1,0,1,1,1,1,1,1,1,0,-1,1,1,0,-1,0,1,1,1,-1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
ME1519,1,2004-01-23,5,1,1,1,32,0,0,1,0,0,0,0,0,0,1,18,2,0,-1,5,2,1,1,1,1,0.5,54,6,2003,-4,-4,1,33,30,1,2,1,1,0,0,0,1,0,0,0,0,1,12,2003,3,10,20,4,1,2,0,0,0,0,1,0,0,0,0,0,-4,1,1,1,1,1,1,1,2,1,1,1,1,1,5,2,5,1,1,5,1,5,1,0,0,1,1,1,1,1,0,1,400,1,3,1,6,0,1,1,1,-1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
ME1520,0,2004-01-23,5,1,1,0,23,1,0,1,0,0,0,0,0,0,1,14,1,0,-1,5,2,1,1,0,1,1,44,9,2002,-4,-4,1,52,20,0,2,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.75,39,25,0,-1,0,0,0,0,0,0,1,0,0,0,-4,2,1,2,1,1,1,1,4,1,2,3,3,2,5,2,4,1,2,4,1,5,1,0,0,0,1,1,1,1,1,0,-1,1,3,1,17,1,1,1,1,-1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
ME1548,1,2004-01-29,5,1,1,1,43,1,0,0,0,0,1,0,0,0,1,12,3,0,-1,3,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,0,1,10,2003,3,13,50,40,1,3,0,0,0,1,1,0,0,0,0,0,-4,2,1,2,1,1,1,1,2,1,1,2,1,2,5,2,4,1,1,5,1,5,1,0,0,0,1,1,0,1,1,0,-1,1,3,0,-1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
ME1549,0,2004-01-29,5,1,1,1,54,1,0,1,0,0,0,0,0,0,1,12,2,0,-1,1,5,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,0,0,0,0,0,1,2,2003,1,7.07,40,4,0,-1,0,0,0,0,0,0,0,0,0,0,40,1,1,1,2,1,1,1,2,1,1,1,1,2,5,2,3,1,1,3,2,5,1,0,0,1,1,1,1,1,0,1,584,1,2,0,-1,0,0,1,1,-1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
ME1550,0,2004-01-29,5,1,0,0,27,1,0,1,0,0,0,0,0,0,1,14,2,1,1,5,5,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,0,0,0,0,0,1,9,2003,4,14.62,50,52,1,3,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,2,5,1,1,1,1,2,5,1,4,1,1,5,1,5,1,1,1,1,1,1,1,1,1,0,-1,0,-1,0,-1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ME1551,1,2004-01-29,5,0,0,0,46,1,1,0,0,0,0,0,0,0,1,12,2,0,-1,5,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,10,2003,1,12,32,26,0,-1,0,0,0,0,1,0,0,0,0,1,28,1,1,2,2,2,2,3,3,2,1,1,2,2,5,2,5,2,2,5,1,5,3,0,0,1,1,0,0,1,0,0,-1,1,3,0,-1,0,1,0,1,-1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
ME1552,0,2004-01-29,5,1,1,1,43,0,0,1,0,0,0,0,0,0,1,15,1,0,-1,3,2,1,1,0,1,0.2,62,11,2003,-4,-4,1,11,70,1,0,1,0,0,1,1,1,0,0,0,0,1,8,2003,3,4.17,70,23,1,18,0,0,0,0,0,0,0,0,0,1,17,1,1,2,1,1,1,1,5,1,1,1,1,5,4,2,2,1,1,5,1,3,1,0,0,1,1,1,1,1,1,0,-1,0,-1,1,2,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
ME1553,0,2004-01-29,5,1,0,0,44,1,0,1,0,0,0,0,0,0,1,14,1,0,-1,5,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,1,0,0,0,0,1,-4,-4,4,16.5,40,12,0,-1,0,0,0,0,0,0,0,0,0,1,7,5,1,1,1,2,1,3,3,1,1,2,2,3,5,1,4,1,1,4,1,5,2,0,0,0,1,0,0,1,1,0,-1,0,-1,0,-1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ME1554,1,2004-01-29,5,1,1,1,40,1,0,1,0,0,0,0,0,0,1,14,2,0,-1,5,5,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,0,0,0,0,1,11,2003,1,14.65,42,42,1,5,0,0,0,0,0,0,0,0,0,1,4,2,1,2,2,1,1,1,4,2,2,2,2,2,5,2,4,2,2,4,2,4,2,0,0,1,1,1,1,1,0,1,300,0,-1,0,-1,1,1,1,1,-1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
ME1555,0,2004-01-29,5,1,1,1,41,1,0,1,0,0,0,0,0,0,1,16,1,0,-1,2,8,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,0,1,8,2003,4,76.92,45,27,1,12,0,0,0,0,0,0,0,0,0,0,-4,3,2,1,2,2,1,2,2,1,2,3,2,4,3,3,2,1,1,3,1,5,2,0,1,1,1,1,1,1,0,0,-1,1,5,0,-1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ME1556,0,2004-01-29,5,1,1,1,57,1,0,1,0,0,0,0,0,0,1,16,2,0,-1,3,7,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,9,2003,1,24.04,40,52,1,20,0,0,0,0,0,0,0,0,0,1,4,3,1,1,4,3,2,3,1,1,3,1,2,3,3,1,5,2,1,3,1,5,3,0,0,1,1,1,1,1,0,0,-1,0,-1,0,-1,1,1,1,1,-1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ME1557,0,2004-01-29,5,1,1,0,63,0,0,1,0,0,0,0,0,0,1,16,1,0,-1,3,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,0,0,0,0,0,1,11,2003,9,11.5,30,40,0,-1,0,0,0,0,1,1,1,0,0,1,4,3,1,1,2,1,1,1,4,1,1,1,2,3,5,2,2,3,1,5,2,1,1,0,-4,1,1,1,1,0,-1,0,-1,1,3,0,-1,0,1,1,1,-1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
ME1576,1,2004-01-29,5,0,0,0,41,0,0,1,0,0,0,0,0,0,1,15,2,0,-1,3,4,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-4,0,0,0,0,0,0,1,0,1,11,2003,4,15.14,40,45,1,1,1,0,0,0,1,0,0,0,0,1,2,1,1,2,1,1,1,2,5,1,2,2,2,3,2,2,2,1,1,1,1,5,1,1,1,1,1,1,1,1,1,0,-1,1,3,0,-1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
ME1577,0,2004-01-29,5,1,1,1,30,1,0,1,0,0,0,0,0,0,1,16,2,0,-1,1,6,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,25,52,0,-1,0,0,0,0,0,0,0,0,1,0,10,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,5,1,1,5,1,5,1,0,-4,1,1,1,1,1,0,1,-4,0,-1,0,-1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
ME1578,1,2004-01-29,5,1,1,0,48,0,0,1,0,0,0,0,0,0,1,11,2,0,-1,3,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,0,0,0,0,0,1,6,2003,4,6.82,40,24,0,-1,0,0,0,0,0,0,0,0,0,1,28,1,1,1,1,1,1,1,3,1,1,1,1,2,5,1,5,1,1,1,1,5,1,0,0,1,1,1,0,0,-1,0,-1,0,-1,0,-1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
ME1579,0,2004-01-29,5,1,1,1,24,0,0,1,0,0,0,0,0,0,1,14,2,0,-1,5,3,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.67,40,52,1,5,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,3,1,1,1,1,3,4,2,2,2,2,4,2,5,1,0,1,1,1,1,1,1,1,0,-1,1,1,0,-1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
ME1580,0,2004-01-29,5,1,1,1,50,1,0,1,0,0,0,0,0,0,1,12,2,0,-1,1,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,12,2003,2,5.56,45,41,1,5,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,4,1,1,1,1,1,5,1,4,2,2,4,2,3,1,0,0,1,1,1,0,0,-1,1,370,0,-1,0,-1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ME1581,0,2004-01-29,5,1,1,1,51,1,0,1,0,0,0,0,0,0,1,18,2,0,-1,1,6,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,0,1,6,2003,1,20.13,43,20,1,9,0,0,0,0,0,0,0,0,0,1,22,2,1,1,3,1,1,2,2,2,1,2,2,2,4,2,4,4,1,2,2,5,1,0,-4,1,1,1,1,1,0,1,800,1,2,0,-1,1,1,0,1,-1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ME1582,1,2004-01-29,5,1,1,1,48,1,0,1,0,0,0,0,0,0,1,15,2,1,-4,3,4,1,1,1,1,6,31,3,1998,-4,-4,1,20,10,0,0,1,0,0,1,1,0,0,0,0,0,1,12,2003,1,20.25,72,33,1,3,0,0,0,0,0,0,0,0,0,1,8,1,1,2,1,2,1,1,1,1,2,2,2,2,5,3,4,1,1,4,2,5,2,0,1,1,1,1,1,1,1,1,450,0,-1,1,6,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ME1583,1,2004-01-29,5,1,1,1,63,1,0,1,0,0,0,0,0,0,1,17,2,0,-1,1,8,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,1,8,2003,2,48.08,50,30,1,30,0,0,0,0,0,0,0,0,0,1,20,1,1,1,1,2,1,2,1,1,2,1,2,1,5,1,5,2,1,5,1,5,1,0,0,1,1,1,1,1,0,0,-1,0,-1,0,-1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
ME1593,0,2004-01-30,5,1,1,1,37,1,0,1,0,0,0,0,0,0,1,18,4,1,2,1,7,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,1,1,2004,4,37.74,40,49,1,8,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,3,1,1,2,2,1,5,2,5,1,1,5,2,5,1,0,1,1,1,1,1,1,0,0,-1,1,5,0,-1,0,1,0,1,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ME1594,0,2004-01-30,5,1,1,1,28,0,0,1,0,0,0,0,0,0,1,16,1,0,-1,1,6,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,0,0,0,0,0,1,5,2003,1,-4,40,-4,1,3,0,0,0,0,0,1,0,0,0,1,-4,1,1,1,2,1,2,1,5,1,1,2,2,2,5,5,5,1,1,3,2,5,2,0,0,1,1,1,1,1,0,1,1041,1,2,1,12,0,1,1,1,-1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
ME1595,1,2004-01-30,5,1,1,1,47,0,0,1,0,0,0,0,0,0,1,18,2,1,1,3,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,0,0,0,0,0,1,6,2001,2,25.91,40,-4,0,-1,0,0,0,0,0,0,0,0,0,0,-4,3,1,1,1,1,1,2,4,1,3,2,3,1,5,2,5,2,1,4,1,5,1,1,1,1,1,1,1,1,0,0,-1,0,-1,0,-1,0,0,1,1,-1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
ME1596,1,2004-01-30,5,1,1,1,40,0,0,1,0,0,0,0,0,0,1,14,2,0,-1,1,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.25,40,52,1,6,0,0,0,0,0,0,0,0,0,0,-4,1,2,1,2,2,2,2,3,1,1,1,1,2,4,2,5,3,1,4,2,4,2,0,0,1,1,1,1,1,1,0,-1,1,1,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ME1597,1,2004-01-30,5,1,1,0,40,0,0,1,0,0,0,0,0,0,1,12,4,1,2,3,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,40,30,0,-1,0,0,0,0,0,0,0,0,0,1,18,1,1,1,2,1,1,1,3,1,2,3,1,2,5,3,2,2,1,3,1,5,3,1,1,1,1,1,1,1,0,0,-1,0,-1,1,2,0,0,-4,1,-1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
